0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,genre_label
-119.0180435180664,125.08035278320312,-23.39433479309082,41.32173156738281,-5.931896209716797,20.092750549316406,-16.03152084350586,17.811023712158203,-14.643774032592773,10.21831226348877,-9.701552391052246,10.16897964477539,-4.672667980194092,0.424373060464859,0.43064337968826294,0.47234758734703064,0.24628587067127228,0.30766671895980835,0.29408636689186096,0.2711266577243805,0.30057278275489807,0.25003764033317566,0.3370685875415802,0.3478979766368866,0.3445553183555603,1773.358004144261,3714.063439002404,0.08185096153846154,0
-125.9771499633789,122.37419891357422,-20.67974853515625,50.03504180908203,-11.250690460205078,21.386394500732422,-15.864703178405762,19.418630599975586,-12.440533638000488,17.862539291381836,-11.664176940917969,8.132217407226562,-7.7003173828125,0.283348023891449,0.3207499384880066,0.3945835828781128,0.23677143454551697,0.2539744973182678,0.38269832730293274,0.4834598898887634,0.49997758865356445,0.2948136031627655,0.26200172305107117,0.3395863175392151,0.3703139126300812,1817.2440336954328,3870.510441706731,0.08717322716346154,0
-132.61814880371094,114.81552124023438,-14.718567848205566,50.0179443359375,-0.42487838864326477,24.517356872558594,-13.401937484741211,15.444254875183105,-13.006781578063965,10.309508323669434,-7.84125280380249,11.811646461486816,-4.5547194480896,0.4376782476902008,0.4426286518573761,0.4517652988433838,0.26615825295448303,0.22746600210666656,0.20262481272220612,0.22746248543262482,0.37929990887641907,0.3147052228450775,0.3594104051589966,0.4946248531341553,0.3691326677799225,1790.7223576695696,4000.206580528846,0.07138296274038461,0
-118.32532501220703,131.58717346191406,-18.493637084960938,39.47886276245117,-12.992120742797852,20.17302703857422,-14.325366020202637,18.541624069213867,-13.47063159942627,12.837084770202637,-12.472594261169434,10.225341796875,-4.30539083480835,0.3813391327857971,0.3869410753250122,0.41360050439834595,0.24337553977966309,0.320060133934021,0.46055686473846436,0.3622605800628662,0.3895263075828552,0.2769051194190979,0.2861628234386444,0.4237663745880127,0.421856164932251,1660.5452307626717,3579.149639423077,0.06942608173076924,0
-106.1821060180664,134.2759552001953,-19.761964797973633,39.92049789428711,-14.074066162109375,18.501813888549805,-15.40015983581543,19.14836311340332,-17.971155166625977,14.170511245727539,-5.772134304046631,16.828094482421875,-5.638571262359619,0.23835037648677826,0.29417023062705994,0.47052398324012756,0.2548714578151703,0.24332350492477417,0.3419468104839325,0.32787302136421204,0.4436529874801636,0.2755165994167328,0.2747962474822998,0.4954652190208435,0.3652760088443756,1634.4650759291028,3480.096905048077,0.07010216346153846,0
-101.12833404541016,111.4141845703125,-13.551288604736328,47.095951080322266,-12.244084358215332,19.657392501831055,-13.511521339416504,15.266535758972168,-12.35383415222168,12.266332626342773,-10.326733589172363,9.36418628692627,-3.4029250144958496,0.35374927520751953,0.3148554563522339,0.4415321350097656,0.25523558259010315,0.3039052486419678,0.3542992174625397,0.38122090697288513,0.5229554772377014,0.4023006856441498,0.36385080218315125,0.400488942861557,0.39705175161361694,1996.0176506059315,4373.973294771635,0.09242037259615385,0
-102.14360809326172,117.07518005371094,-20.809499740600586,42.74181365966797,-9.85476016998291,22.87876319885254,-16.273340225219727,18.460712432861328,-16.078514099121094,15.27457046508789,-10.369644165039062,11.51810073852539,-7.9517388343811035,0.3175866901874542,0.394137978553772,0.47731712460517883,0.2504040002822876,0.1904359608888626,0.32216963171958923,0.4101690948009491,0.5216456651687622,0.3908299207687378,0.4328860640525818,0.5131677389144897,0.3507198095321655,1962.1393851867554,4324.778207632212,0.0895733173076923,0
-109.28777313232422,127.4740982055664,-19.94167709350586,38.59244918823242,-12.507808685302734,17.563840866088867,-16.27239990234375,16.533376693725586,-17.296987533569336,11.553485870361328,-9.05664348602295,11.477714538574219,-4.235404968261719,0.4240496754646301,0.37503287196159363,0.38870733976364136,0.2473595291376114,0.23048381507396698,0.2987344563007355,0.3926585614681244,0.47385847568511963,0.2477908432483673,0.2421557754278183,0.3327782154083252,0.33848831057548523,1703.3712331138165,3627.4337064302886,0.07093599759615385,0
-113.39484405517578,128.62973022460938,-30.97068977355957,42.67109298706055,-5.658264636993408,19.641368865966797,-18.12708854675293,17.926799774169922,-12.894988059997559,13.527608871459961,-10.307080268859863,8.070280075073242,-7.081853866577148,0.3981015086174011,0.38222765922546387,0.43971121311187744,0.23752786219120026,0.25532206892967224,0.42165979743003845,0.40470564365386963,0.4044599235057831,0.27599582076072693,0.3692430853843689,0.2936449944972992,0.2989116311073303,1749.640820778112,3592.5664813701924,0.08766902043269231,0
-125.5940933227539,126.38721466064453,-32.067447662353516,53.2468147277832,-1.4587223529815674,23.307331085205078,-19.76749038696289,15.208589553833008,-13.45326042175293,11.209063529968262,-14.913755416870117,9.17603874206543,-4.439535617828369,0.401362806558609,0.34893661737442017,0.48779428005218506,0.2908366918563843,0.1643790304660797,0.273890882730484,0.39439430832862854,0.42789164185523987,0.27967584133148193,0.22126448154449463,0.3854253590106964,0.6428403854370117,1767.4908015454273,3512.810809795673,0.10177659254807692,0
